Dimensions,Activation,Total Memory Size (MB),NAU Loss @ 25epoch,Baseline Loss @ 25epoch,Loss Diff (NAU-Baseline) @ 25epoch,NAU Loss @ 50epoch,Baseline Loss @ 50epoch,Loss Diff (NAU-Baseline) @ 50epoch,NAU Loss @ 75epoch,Baseline Loss @ 75epoch,Loss Diff (NAU-Baseline) @ 75epoch,NAU Loss @ 100epoch,Baseline Loss @ 100epoch,Loss Diff (NAU-Baseline) @ 100epoch,NAU Loss @ 500epoch,Baseline Loss @ 500epoch,Loss Diff (NAU-Baseline) @ 500epoch,NAU Loss @ 1000epoch,Baseline Loss @ 1000epoch,Loss Diff (NAU-Baseline) @ 1000epoch,NAU Training Time @ 1000epoch (sec),Baseline Training Time @ 1000epoch (sec)
2->512->2->2->1,GELU,0.272484,0.17209357023239136,0.27926966547966003,-0.10717609524726868,0.1237444207072258,0.25906312465667725,-0.13531870394945145,0.10095884650945663,0.23617316782474518,-0.13521432131528854,0.09364010393619537,0.23122256994247437,-0.137582466006279,0.07603713124990463,0.22114965319633484,-0.1451125219464302,0.06786317378282547,0.2207956165075302,-0.15293244272470474,47.4278450012207,27.02453875541687
2->512->4->4->1,GELU,0.276684,0.15939265489578247,0.2024572491645813,-0.04306459426879883,0.11181116849184036,0.12118585407733917,-0.00937468558549881,0.09647243469953537,0.09270446747541428,0.0037679672241210938,0.08882079273462296,0.08592081069946289,0.0028999820351600647,0.06297945976257324,0.049858931452035904,0.013120528310537338,0.05790228396654129,0.03298879414796829,0.024913489818572998,48.5854218006134,27.416401147842407
2->512->8->8->1,GELU,0.28518,0.27897706627845764,0.15010876953601837,0.12886829674243927,0.22434082627296448,0.09819050133228302,0.12615032494068146,0.23725712299346924,0.08867809921503067,0.14857902377843857,0.20261134207248688,0.08611958473920822,0.11649175733327866,0.18697631359100342,0.04858771711587906,0.13838859647512436,0.1868816763162613,0.022913943976163864,0.16396773234009743,47.825445890426636,27.163414001464844
2->512->16->16->1,GELU,0.302556,0.33075717091560364,0.22675815224647522,0.10399901866912842,0.24310536682605743,0.15966954827308655,0.08343581855297089,0.18146492540836334,0.11322031170129776,0.06824461370706558,0.16709056496620178,0.09194770455360413,0.07514286041259766,0.10218355059623718,0.04139834642410278,0.0607852041721344,0.09755313396453857,0.019797632470726967,0.07775550149381161,52.5546338558197,27.92290186882019
2->512->32->32->1,GELU,0.338844,0.18665263056755066,0.18009379506111145,0.006558835506439209,0.13879230618476868,0.11609118431806564,0.022701121866703033,0.11938647925853729,0.09173910319805145,0.02764737606048584,0.11809223145246506,0.08556725084781647,0.03252498060464859,0.04342401400208473,0.0550675205886364,-0.011643506586551666,0.030670350417494774,0.019710032269358635,0.010960318148136139,57.733882188797,29.663416147232056
2->512->64->64->1,GELU,0.417564,0.17544662952423096,0.2365323156118393,-0.06108568608760834,0.15138943493366241,0.13152530789375305,0.019864127039909363,0.15192803740501404,0.09198890626430511,0.05993913114070892,0.14718064665794373,0.08489763736724854,0.06228300929069519,0.04751317575573921,0.06605679541826248,-0.01854361966252327,0.026137730106711388,0.025001971051096916,0.0011357590556144714,75.73382186889648,33.71785497665405
2->512->128->128->1,GELU,0.59958,0.17942926287651062,0.2500482499599457,-0.07061898708343506,0.18040433526039124,0.19979426264762878,-0.01938992738723755,0.1467767059803009,0.14718148112297058,-0.00040477514266967773,0.1462692767381668,0.11279193311929703,0.03347734361886978,0.06215423345565796,0.061823491007089615,0.0003307424485683441,0.02920244261622429,0.02491680532693863,0.00428563728928566,104.72989082336426,40.79501390457153
2->512->256->256->1,GELU,1.061916,0.15190130472183228,0.26658135652542114,-0.11468005180358887,0.1252354383468628,0.18234476447105408,-0.057109326124191284,0.13151457905769348,0.12041616439819336,0.011098414659500122,0.11831903457641602,0.09375394135713577,0.024565093219280243,0.049311839044094086,0.07003173232078552,-0.020719893276691437,0.023572877049446106,0.026849115267395973,-0.0032762382179498672,204.1531457901001,55.51811408996582
2->512->512->512->1,GELU,2.379804,0.3012194037437439,0.2513790428638458,0.04984036087989807,0.20276093482971191,0.17772892117500305,0.025032013654708862,0.15960699319839478,0.12625931203365326,0.033347681164741516,0.1394987255334854,0.10024594515562057,0.03925278037786484,0.07999902963638306,0.07508046925067902,0.0049185603857040405,0.053040776401758194,0.028492413461208344,0.02454836294054985,432.5056698322296,92.27029800415039
2->512->1024->1024->1,GELU,6.588444,0.12503118813037872,0.26746153831481934,-0.1424303501844406,0.09870503842830658,0.20534490048885345,-0.10663986206054688,0.09730665385723114,0.15173578262329102,-0.054429128766059875,0.09722986817359924,0.11138759553432465,-0.014157727360725403,0.048614345490932465,0.07322545349597931,-0.024611108005046844,0.01929674670100212,0.02917025424540043,-0.009873507544398308,1427.826425075531,230.09970569610596
2->512->2->2->1,ReLU,0.272484,0.33893710374832153,0.27492237091064453,0.064014732837677,0.340035617351532,0.17501260340213776,0.16502301394939423,0.329164057970047,0.10737698525190353,0.22178707271814346,0.3209660053253174,0.09397321939468384,0.22699278593063354,0.3302612602710724,0.08541223406791687,0.24484902620315552,0.32519158720970154,0.07039762288331985,0.2547939643263817,44.795366048812866,26.479291200637817
2->512->4->4->1,ReLU,0.276684,0.2597944736480713,0.08820795267820358,0.1715865209698677,0.15785619616508484,0.08634615689516068,0.07151003926992416,0.11626129597425461,0.0807432308793068,0.035518065094947815,0.09427667409181595,0.07703645527362823,0.017240218818187714,0.06317247450351715,0.0557107999920845,0.007461674511432648,0.054736942052841187,0.04855526238679886,0.006181679666042328,47.73779916763306,26.62671685218811
2->512->8->8->1,ReLU,0.28518,0.2427569329738617,0.2955648899078369,-0.05280795693397522,0.1767173856496811,0.23032259941101074,-0.05360521376132965,0.1512928158044815,0.15452417731285095,-0.003231361508369446,0.1311282068490982,0.11516207456588745,0.015966132283210754,0.047745365649461746,0.06921863555908203,-0.021473269909620285,0.02368248626589775,0.035953082144260406,-0.012270595878362656,50.216139793395996,27.471709966659546
2->512->16->16->1,ReLU,0.302556,0.20602132380008698,0.27690234780311584,-0.07088102400302887,0.1652248501777649,0.2394273281097412,-0.07420247793197632,0.14165645837783813,0.21329565346240997,-0.07163919508457184,0.1321602761745453,0.1991761028766632,-0.06701582670211792,0.06074382737278938,0.07430912554264069,-0.013565298169851303,0.032862696796655655,0.042678315192461014,-0.009815618395805359,51.62363886833191,27.196671962738037
2->512->32->32->1,ReLU,0.338844,0.2434401661157608,0.13088014721870422,0.11256001889705658,0.18855547904968262,0.1034780964255333,0.08507738262414932,0.18094713985919952,0.09398265182971954,0.08696448802947998,0.1632758378982544,0.08765225857496262,0.07562357932329178,0.06208517402410507,0.05986669287085533,0.0022184811532497406,0.03178691491484642,0.0278057511895895,0.00398116372525692,59.77301502227783,29.28899884223938
2->512->64->64->1,ReLU,0.417564,0.23959028720855713,0.3314942717552185,-0.09190398454666138,0.22534528374671936,0.33390986919403076,-0.1085645854473114,0.19599953293800354,0.32930874824523926,-0.13330921530723572,0.18484506011009216,0.32626280188560486,-0.1414177417755127,0.0805068239569664,0.07196512073278427,0.008541703224182129,0.039022866636514664,0.03312196955084801,0.0059008970856666565,72.29871821403503,32.15860676765442
2->512->128->128->1,ReLU,0.59958,0.22626744210720062,0.1609954535961151,0.06527198851108551,0.19156213104724884,0.11406434327363968,0.07749778777360916,0.19792421162128448,0.09395021200180054,0.10397399961948395,0.16802479326725006,0.08582675457000732,0.08219803869724274,0.07739230245351791,0.06351443380117416,0.01387786865234375,0.034646905958652496,0.026441626250743866,0.00820527970790863,102.35428881645203,38.24714422225952
2->512->256->256->1,ReLU,1.061916,0.20588243007659912,0.2916938066482544,-0.08581137657165527,0.1906939148902893,0.20472276210784912,-0.014028847217559814,0.15410402417182922,0.1430007368326187,0.01110328733921051,0.1606072634458542,0.10946223139762878,0.0511450320482254,0.08719859272241592,0.0681750476360321,0.01902354508638382,0.04048071801662445,0.028769752010703087,0.011710966005921364,198.39142298698425,51.13792276382446
2->512->512->512->1,ReLU,2.379804,0.260739803314209,0.22844471037387848,0.032295092940330505,0.21831169724464417,0.15510903298854828,0.06320266425609589,0.1943773329257965,0.1144973635673523,0.07987996935844421,0.1671929955482483,0.09723847359418869,0.0699545219540596,0.07569543272256851,0.06702551990747452,0.008669912815093994,0.030780456960201263,0.02864270843565464,0.0021377485245466232,432.07819294929504,85.69079899787903
2->512->1024->1024->1,ReLU,6.588444,0.15440571308135986,0.21134060621261597,-0.056934893131256104,0.1377505362033844,0.14970844984054565,-0.011957913637161255,0.11631277948617935,0.11321524530649185,0.0030975341796875,0.10967358946800232,0.0970996767282486,0.012573912739753723,0.06377547979354858,0.07301300019025803,-0.009237520396709442,0.0273123849183321,0.030572272837162018,-0.003259887918829918,1381.1817982196808,212.54765701293945
2->512->2->2->1,Sigmoid,0.272484,0.09242584556341171,0.08480976521968842,0.007616080343723297,0.08079341053962708,0.08563993871212006,-0.004846528172492981,0.08323909342288971,0.08478112518787384,-0.0015420317649841309,0.08823806047439575,0.08487675338983536,0.0033613070845603943,0.08202074468135834,0.08441230654716492,-0.0023915618658065796,0.08393493294715881,0.08237038552761078,0.0015645474195480347,47.38021683692932,26.39669704437256
