Dimensions,Activation,Total Memory Size (MB),NAU Loss @ 25epoch,Baseline Loss @ 25epoch,Loss Diff (NAU-Baseline) @ 25epoch,NAU Loss @ 50epoch,Baseline Loss @ 50epoch,Loss Diff (NAU-Baseline) @ 50epoch,NAU Loss @ 75epoch,Baseline Loss @ 75epoch,Loss Diff (NAU-Baseline) @ 75epoch,NAU Loss @ 100epoch,Baseline Loss @ 100epoch,Loss Diff (NAU-Baseline) @ 100epoch,NAU Loss @ 500epoch,Baseline Loss @ 500epoch,Loss Diff (NAU-Baseline) @ 500epoch,NAU Loss @ 1000epoch,Baseline Loss @ 1000epoch,Loss Diff (NAU-Baseline) @ 1000epoch,NAU Training Time @ 1000epoch (sec),Baseline Training Time @ 1000epoch (sec)
2->512->4->4->1,Sigmoid,0.276684,0.08484009653329849,0.09377139806747437,-0.008931301534175873,0.08510288596153259,0.09356232732534409,-0.008459441363811493,0.08107859641313553,0.09187616407871246,-0.010797567665576935,0.08499521017074585,0.0923699140548706,-0.007374703884124756,0.08990319073200226,0.09251432120800018,-0.002611130475997925,0.08494950830936432,0.09093417972326279,-0.005984671413898468,46.424383878707886,26.70938515663147
2->512->8->8->1,Sigmoid,0.28518,0.08370178937911987,0.08386703580617905,-0.00016524642705917358,0.08710123598575592,0.08332926034927368,0.0037719756364822388,0.08149762451648712,0.08407948166131973,-0.002581857144832611,0.0854092463850975,0.08206261694431305,0.0033466294407844543,0.08343560993671417,0.08286349475383759,0.0005721151828765869,0.07922690361738205,0.08424997329711914,-0.005023069679737091,47.05103898048401,27.136563777923584
2->512->16->16->1,Sigmoid,0.302556,0.07977791130542755,0.08966127783060074,-0.009883366525173187,0.08855899423360825,0.08952370285987854,-0.0009647086262702942,0.08194082975387573,0.09006194025278091,-0.008121110498905182,0.08031828701496124,0.0887160673737526,-0.008397780358791351,0.08017577230930328,0.08787033706903458,-0.007694564759731293,0.06986414641141891,0.08487708121538162,-0.015012934803962708,52.45160222053528,27.441826105117798
2->512->32->32->1,Sigmoid,0.338844,0.0903237909078598,0.08772709965705872,0.0025966912508010864,0.0839243158698082,0.08686371892690659,-0.0029394030570983887,0.08207444846630096,0.08637334406375885,-0.004298895597457886,0.08308972418308258,0.08726021647453308,-0.0041704922914505005,0.0813140794634819,0.08486916869878769,-0.003555089235305786,0.07009071111679077,0.0829961895942688,-0.012905478477478027,57.82750391960144,29.641438961029053
2->512->64->64->1,Sigmoid,0.417564,0.09628647565841675,0.09100338071584702,0.005283094942569733,0.0983617752790451,0.09002958983182907,0.008332185447216034,0.09209856390953064,0.0910673588514328,0.0010312050580978394,0.082687608897686,0.09003368020057678,-0.007346071302890778,0.07670432329177856,0.08717820793390274,-0.010473884642124176,0.06865915656089783,0.08523419499397278,-0.01657503843307495,73.68500304222107,32.119205951690674
2->512->128->128->1,Sigmoid,0.59958,0.08188162744045258,0.11698419600725174,-0.035102568566799164,0.08403748273849487,0.11552295088768005,-0.03148546814918518,0.08848276734352112,0.115265853703022,-0.026783086359500885,0.07697342336177826,0.11379621922969818,-0.03682279586791992,0.08162687718868256,0.10123829543590546,-0.0196114182472229,0.07070993632078171,0.09652567654848099,-0.02581574022769928,108.88460206985474,38.70902109146118
2->512->256->256->1,Sigmoid,1.061916,0.12837731838226318,0.08336035907268524,0.04501695930957794,0.10709397494792938,0.0843970775604248,0.022696897387504578,0.11364273726940155,0.08272261172533035,0.030920125544071198,0.09840911626815796,0.082583948969841,0.015825167298316956,0.08116665482521057,0.08338495343923569,-0.002218298614025116,0.06591568142175674,0.08324176073074341,-0.017326079308986664,195.62569093704224,53.93148875236511
2->512->512->512->1,Sigmoid,2.379804,0.08033101260662079,0.08614501357078552,-0.005814000964164734,0.08479934185743332,0.08712656050920486,-0.0023272186517715454,0.08488545566797256,0.0854562446475029,-0.0005707889795303345,0.08609016239643097,0.08598290383815765,0.00010725855827331543,0.08455508202314377,0.08327308297157288,0.0012819990515708923,0.07979334145784378,0.08426959812641144,-0.0044762566685676575,427.8910140991211,87.88202595710754
2->512->1024->1024->1,Sigmoid,6.588444,0.08713476359844208,0.08906383067369461,-0.001929067075252533,0.08769326657056808,0.0879618227481842,-0.0002685561776161194,0.09132709354162216,0.08751949667930603,0.0038075968623161316,0.08695735037326813,0.08769715577363968,-0.0007398054003715515,0.08596409857273102,0.0840500220656395,0.0019140765070915222,0.08169961720705032,0.08273372054100037,-0.0010341033339500427,1373.041626214981,217.57747101783752
2->512->2->2->1,ELU,0.272484,0.11121666431427002,0.09524456411600113,0.01597210019826889,0.08964076638221741,0.08470942825078964,0.004931338131427765,0.08528852462768555,0.08581618219614029,-0.0005276575684547424,0.08575385808944702,0.08425082266330719,0.0015030354261398315,0.0794740617275238,0.07559262961149216,0.0038814321160316467,0.060143571346998215,0.06077636033296585,-0.0006327889859676361,47.14521384239197,26.805468797683716
2->512->4->4->1,ELU,0.276684,0.18688037991523743,0.2716507017612457,-0.0847703218460083,0.13202521204948425,0.24220049381256104,-0.11017528176307678,0.11227527260780334,0.2262464165687561,-0.11397114396095276,0.10008416324853897,0.2102937400341034,-0.11020957678556442,0.06254792213439941,0.17462188005447388,-0.11207395792007446,0.054006874561309814,0.16072559356689453,-0.10671871900558472,47.92598819732666,27.268399000167847
2->512->8->8->1,ELU,0.28518,0.11134353280067444,0.0885343998670578,0.022809132933616638,0.08950109034776688,0.08604505658149719,0.003456033766269684,0.08846034109592438,0.08320401608943939,0.005256325006484985,0.097918801009655,0.08337736874818802,0.01454143226146698,0.03349171206355095,0.057728368788957596,-0.024236656725406647,0.021985657513141632,0.02916128560900688,-0.00717562809586525,48.72779417037964,27.268370866775513
2->512->16->16->1,ELU,0.302556,0.1492907851934433,0.10173654556274414,0.04755423963069916,0.12439919263124466,0.08585506677627563,0.038544125854969025,0.12050572782754898,0.08505171537399292,0.03545401245355606,0.1252463161945343,0.0838276594877243,0.04141865670681,0.05831369385123253,0.05909504368901253,-0.0007813498377799988,0.028170371428132057,0.023983698338270187,0.00418667308986187,52.89846229553223,28.22238826751709
2->512->32->32->1,ELU,0.338844,0.1807146519422531,0.12979154288768768,0.05092310905456543,0.17363646626472473,0.09503725171089172,0.07859921455383301,0.15493455529212952,0.08696481585502625,0.06796973943710327,0.14411650598049164,0.08367595821619034,0.0604405477643013,0.06727100163698196,0.05682782456278801,0.010443177074193954,0.03368966653943062,0.025896281003952026,0.007793385535478592,57.660738945007324,29.330770015716553
2->512->64->64->1,ELU,0.417564,0.22784847021102905,0.12231921404600143,0.10552925616502762,0.16199569404125214,0.08992057293653488,0.07207512110471725,0.172826886177063,0.08556226640939713,0.08726461976766586,0.16409653425216675,0.08418311923742294,0.0799134150147438,0.08543658256530762,0.07731575518846512,0.008120827376842499,0.041877381503582,0.03629597648978233,0.005581405013799667,71.6438467502594,32.45206093788147
2->512->128->128->1,ELU,0.59958,0.16897691786289215,0.13106432557106018,0.03791259229183197,0.15289106965065002,0.08989148586988449,0.06299958378076553,0.14044679701328278,0.08436301350593567,0.05608378350734711,0.14448019862174988,0.0826316624879837,0.061848536133766174,0.08264826238155365,0.07361358404159546,0.009034678339958191,0.043044380843639374,0.034078240394592285,0.008966140449047089,102.1054139137268,38.80584907531738
2->512->256->256->1,ELU,1.061916,0.19429650902748108,0.15547895431518555,0.03881755471229553,0.13328605890274048,0.09863567352294922,0.03465038537979126,0.12433931231498718,0.08733642846345901,0.03700288385152817,0.13050305843353271,0.08517851680517197,0.04532454162836075,0.09540053457021713,0.0778067484498024,0.017593786120414734,0.05041900649666786,0.03932154178619385,0.011097464710474014,198.51735424995422,51.893218994140625
2->512->512->512->1,ELU,2.379804,0.15264861285686493,0.1269725263118744,0.02567608654499054,0.12443846464157104,0.08910930156707764,0.03532916307449341,0.13459615409374237,0.08518583327531815,0.049410320818424225,0.12977588176727295,0.08324380218982697,0.046532079577445984,0.08014880865812302,0.08048845827579498,-0.00033964961767196655,0.04722311720252037,0.05431955307722092,-0.007096435874700546,430.5804340839386,88.09109306335449
2->512->1024->1024->1,ELU,6.588444,0.13201777637004852,0.12913061678409576,0.002887159585952759,0.10910362750291824,0.09229835867881775,0.016805268824100494,0.1092032939195633,0.0840827077627182,0.025120586156845093,0.10735499858856201,0.08366244286298752,0.023692555725574493,0.08347626030445099,0.08006981015205383,0.0034064501523971558,0.03655049577355385,0.0511225201189518,-0.01457202434539795,1368.8173348903656,217.82495307922363
2->512->2->2->1,Tanh,0.272484,0.21109038591384888,0.08712063729763031,0.12396974861621857,0.17027804255485535,0.0858849585056305,0.08439308404922485,0.1823635697364807,0.08585058897733688,0.09651298075914383,0.16781830787658691,0.0854502022266388,0.08236810564994812,0.18075887858867645,0.07866933196783066,0.1020895466208458,0.1784754991531372,0.07613490521907806,0.10234059393405914,46.0667040348053,26.431463956832886
2->512->4->4->1,Tanh,0.276684,0.11373301595449448,0.757216215133667,-0.6434831991791725,0.08945374935865402,0.6720402836799622,-0.5825865343213081,0.08967723697423935,0.6537485718727112,-0.5640713348984718,0.08540105819702148,0.6356490850448608,-0.5502480268478394,0.06424900889396667,0.6291735172271729,-0.5649245083332062,0.0680173709988594,0.6290162205696106,-0.5609988495707512,45.17166209220886,27.236436128616333
2->512->8->8->1,Tanh,0.28518,0.12152258306741714,0.11674267053604126,0.004779912531375885,0.1006133183836937,0.09227604418992996,0.008337274193763733,0.09052739292383194,0.08585868030786514,0.004668712615966797,0.09347455203533173,0.0839819461107254,0.009492605924606323,0.03923787176609039,0.05120973661541939,-0.011971864849328995,0.025401273742318153,0.044429898262023926,-0.019028624519705772,47.53830289840698,27.10425901412964
2->512->16->16->1,Tanh,0.302556,0.15073621273040771,0.20398691296577454,-0.05325070023536682,0.10407804697751999,0.13523998856544495,-0.031161941587924957,0.0997283086180687,0.10723760724067688,-0.007509298622608185,0.09919077157974243,0.09647373855113983,0.0027170330286026,0.04879658296704292,0.06485797464847565,-0.016061391681432724,0.029349759221076965,0.046553224325180054,-0.01720346510410309,52.11055302619934,27.713325023651123
2->512->32->32->1,Tanh,0.338844,0.15183958411216736,0.16881951689720154,-0.01697993278503418,0.10525397211313248,0.10629882663488388,-0.0010448545217514038,0.10936214029788971,0.08939480781555176,0.01996733248233795,0.10060256719589233,0.08533789962530136,0.015264667570590973,0.05263153463602066,0.05905544012784958,-0.0064239054918289185,0.03237234428524971,0.035333581268787384,-0.002961236983537674,57.95714807510376,29.283204793930054
2->512->64->64->1,Tanh,0.417564,0.14332640171051025,0.14401011168956757,-0.000683709979057312,0.09553834795951843,0.09657065570354462,-0.001032307744026184,0.09394535422325134,0.08708669245243073,0.006858661770820618,0.09348026663064957,0.08433903753757477,0.009141229093074799,0.051381878554821014,0.07143428921699524,-0.020052410662174225,0.028968825936317444,0.035111673176288605,-0.006142847239971161,73.2491409778595,32.79907298088074
2->512->128->128->1,Tanh,0.59958,0.12489157170057297,0.11252906173467636,0.012362509965896606,0.1000785231590271,0.08721902966499329,0.012859493494033813,0.09440721571445465,0.08398392051458359,0.010423295199871063,0.10066626965999603,0.08442661911249161,0.016239650547504425,0.05620933696627617,0.07632382214069366,-0.020114485174417496,0.02507091499865055,0.04252191260457039,-0.017450997605919838,103.41638517379761,39.07373285293579
2->512->256->256->1,Tanh,1.061916,0.1326994001865387,0.13278421759605408,-8.481740951538086e-05,0.10104258358478546,0.0924016535282135,0.00864093005657196,0.0955343097448349,0.08518294245004654,0.01035136729478836,0.10250287503004074,0.08470851182937622,0.01779436320066452,0.06773091107606888,0.08037775009870529,-0.012646839022636414,0.0339917317032814,0.05487091839313507,-0.020879186689853668,198.3807830810547,54.921873807907104
2->512->512->512->1,Tanh,2.379804,0.11701717227697372,0.12920939922332764,-0.012192226946353912,0.10085149109363556,0.09350787103176117,0.00734362006187439,0.08832477778196335,0.08616481721401215,0.0021599605679512024,0.0925971046090126,0.08553069829940796,0.007066406309604645,0.06933744251728058,0.08043301850557327,-0.011095575988292694,0.039036959409713745,0.05905459076166153,-0.020017631351947784,435.28917384147644,93.0410623550415
2->512->1024->1024->1,Tanh,6.588444,0.11510846763849258,0.12401321530342102,-0.008904747664928436,0.09347611665725708,0.09153522551059723,0.001940891146659851,0.10019832104444504,0.08552644401788712,0.014671877026557922,0.10253114998340607,0.08494633436203003,0.017584815621376038,0.07598749548196793,0.08132480084896088,-0.0053373053669929504,0.04211660474538803,0.06876326352357864,-0.026646658778190613,1378.2927470207214,227.9493203163147
2->512->2->2->1,ReLU6,0.272484,0.12990009784698486,0.2883847951889038,-0.15848469734191895,0.09936802089214325,0.28277283906936646,-0.1834048181772232,0.09199072420597076,0.2850511372089386,-0.19306041300296783,0.08636484295129776,0.2780502438545227,-0.19168540090322495,0.07537209987640381,0.19391687214374542,-0.11854477226734161,0.06981684267520905,0.1925233155488968,-0.12270647287368774,45.475451946258545,26.242645025253296
2->512->4->4->1,ReLU6,0.276684,0.16736061871051788,0.23622086644172668,-0.0688602477312088,0.11661841720342636,0.1860019862651825,-0.06938356906175613,0.0949392095208168,0.17510972917079926,-0.08017051964998245,0.09480109065771103,0.17338776588439941,-0.07858667522668839,0.058155082166194916,0.13376274704933167,-0.07560766488313675,0.04732600599527359,0.1318795531988144,-0.0845535472035408,45.623997926712036,26.749920129776
2->512->8->8->1,ReLU6,0.28518,0.12563472986221313,0.3267512023448944,-0.20111647248268127,0.10705821961164474,0.3327024281024933,-0.22564420849084854,0.11622976511716843,0.33301037549972534,-0.21678061038255692,0.095418781042099,0.3358175456523895,-0.24039876461029053,0.052165817469358444,0.3312534689903259,-0.2790876515209675,0.02776992693543434,0.33028000593185425,-0.3025100789964199,49.52516794204712,26.6109938621521
2->512->16->16->1,ReLU6,0.302556,0.17728455364704132,0.13671481609344482,0.0405697375535965,0.12876896560192108,0.10709872841835022,0.021670237183570862,0.11908719688653946,0.09416378289461136,0.0249234139919281,0.11744461208581924,0.08772356808185577,0.02972104400396347,0.04889316111803055,0.061587002128362656,-0.012693841010332108,0.02868490479886532,0.03576764091849327,-0.007082736119627953,50.464426040649414,27.416228771209717
2->512->32->32->1,ReLU6,0.338844,0.2632630467414856,0.20589888095855713,0.05736416578292847,0.2284734845161438,0.13043101131916046,0.09804247319698334,0.19655804336071014,0.10012289881706238,0.09643514454364777,0.18873339891433716,0.08781281113624573,0.10092058777809143,0.07699039578437805,0.07554605603218079,0.0014443397521972656,0.033762965351343155,0.038119327276945114,-0.004356361925601959,59.94085097312927,28.825550079345703
2->512->64->64->1,ReLU6,0.417564,0.23281744122505188,0.21545138955116272,0.01736605167388916,0.22952380776405334,0.1405492126941681,0.08897459506988525,0.23493729531764984,0.10389445722103119,0.13104283809661865,0.18818223476409912,0.09370091557502747,0.09448131918907166,0.0817105621099472,0.06444408744573593,0.017266474664211273,0.03396778181195259,0.027219649404287338,0.006748132407665253,71.25468397140503,32.30396795272827
2->512->128->128->1,ReLU6,0.59958,0.3231590986251831,0.20279628038406372,0.12036281824111938,0.28887325525283813,0.13212579488754272,0.1567474603652954,0.29087814688682556,0.10201863944530487,0.1888595074415207,0.27232950925827026,0.08924788981676102,0.18308161944150925,0.13186268508434296,0.06953167170286179,0.06233101338148117,0.06541655212640762,0.031388651579618454,0.03402790054678917,106.74602699279785,38.63114404678345
2->512->256->256->1,ReLU6,1.061916,0.1648295521736145,0.24673202633857727,-0.08190247416496277,0.14571058750152588,0.15901301801204681,-0.013302430510520935,0.12893864512443542,0.11474234610795975,0.014196299016475677,0.12043923139572144,0.09518535435199738,0.02525387704372406,0.07766220718622208,0.07054217904806137,0.007120028138160706,0.039010558277368546,0.027604583650827408,0.011405974626541138,197.83528900146484,50.963839054107666
2->512->512->512->1,ReLU6,2.379804,0.16860060393810272,0.2899777889251709,-0.12137718498706818,0.12838222086429596,0.2160457968711853,-0.08766357600688934,0.12715387344360352,0.1522664725780487,-0.02511259913444519,0.12342623621225357,0.11555679142475128,0.007869444787502289,0.06661471724510193,0.07166577875614166,-0.005051061511039734,0.032220833003520966,0.030296113342046738,0.001924719661474228,425.97539925575256,86.58612394332886
2->512->1024->1024->1,ReLU6,6.588444,0.18389923870563507,0.19756630063056946,-0.013667061924934387,0.14352767169475555,0.1379566490650177,0.005571022629737854,0.11529472470283508,0.10803194344043732,0.007262781262397766,0.1150389239192009,0.09420609474182129,0.020832829177379608,0.0604776106774807,0.07320620864629745,-0.012728597968816757,0.026177087798714638,0.03116419166326523,-0.0049871038645505905,1403.6225428581238,212.66907787322998
2->512->2->2->1,LeakyReLU,0.272484,0.3501526117324829,0.3390612006187439,0.011091411113739014,0.33106377720832825,0.3336483836174011,-0.002584606409072876,0.32916712760925293,0.3376661241054535,-0.008498996496200562,0.3228914737701416,0.33323559165000916,-0.010344117879867554,0.31504955887794495,0.3328792452812195,-0.017829686403274536,0.2942446768283844,0.33580800890922546,-0.041563332080841064,45.063579082489014,26.52961301803589
2->512->4->4->1,LeakyReLU,0.276684,0.156112939119339,0.3308003842830658,-0.1746874451637268,0.095906101167202,0.3368755578994751,-0.2409694567322731,0.08656084537506104,0.33517441153526306,-0.24861356616020203,0.08633209764957428,0.32325083017349243,-0.23691873252391815,0.0761135071516037,0.08296892791986465,-0.006855420768260956,0.064944326877594,0.0756298378109932,-0.0106855109333992,45.79246711730957,26.690532207489014
2->512->8->8->1,LeakyReLU,0.28518,0.337427020072937,0.20935165882110596,0.12807536125183105,0.3557029068470001,0.188341423869133,0.16736148297786713,0.30327308177948,0.18370361626148224,0.11956946551799774,0.32982146739959717,0.18545657396316528,0.14436489343643188,0.17583706974983215,0.16509440541267395,0.010742664337158203,0.10408879816532135,0.16860589385032654,-0.06451709568500519,47.562658071517944,26.592324018478394
2->512->16->16->1,LeakyReLU,0.302556,0.1663447767496109,0.3218277394771576,-0.1554829627275467,0.13242363929748535,0.22596648335456848,-0.09354284405708313,0.11755956709384918,0.13535022735595703,-0.01779066026210785,0.11566375941038132,0.09885944426059723,0.016804315149784088,0.055483873933553696,0.0480009987950325,0.0074828751385211945,0.027764907106757164,0.026519522070884705,0.0012453850358724594,49.9812171459198,27.344279766082764
