Dimensions,Activation,Total Memory Size (MB),Final NAU Loss,Final Baseline Loss,Final NAU Reg Loss,NAU-Baseline,NAU Training Time (sec),Baseline Training Time (sec)
2->512->256->1,Softplus,0.7967,0.01821783557534218,0.05466423183679581,0.024392660707235336,-0.03644639626145363,198.21186208724976,167.68948817253113
2->512->512->1,Softplus,1.325084,0.028126949444413185,0.06649481505155563,0.023668089881539345,-0.03836786560714245,283.5989818572998,236.32095003128052
2->512->1024->1,Softplus,2.381852,0.038920409977436066,0.056401483714580536,0.026562590152025223,-0.01748107373714447,480.7562038898468,371.1996717453003
2->512->4->1,Hardshrink,0.276572,0.06621745973825455,0.07171964645385742,0.07552900165319443,-0.005502186715602875,125.06529211997986,121.01049304008484
2->512->8->1,Hardshrink,0.284828,0.06235804408788681,0.04872343689203262,0.05407385528087616,0.013634607195854187,139.0734429359436,122.13225412368774
2->512->16->1,Hardshrink,0.30134,0.046228762716054916,0.03987807035446167,0.04792463779449463,0.0063506923615932465,131.72758603096008,126.39753293991089
2->512->32->1,Hardshrink,0.334364,0.043419595807790756,0.027930298820137978,0.050539061427116394,0.015489296987652779,135.56290578842163,131.7271409034729
2->512->64->1,Hardshrink,0.400412,0.055399343371391296,0.030701346695423126,0.05986637994647026,0.02469799667596817,128.94010210037231,123.27002596855164
2->512->128->1,Hardshrink,0.532508,0.07124098390340805,0.033616263419389725,0.0539427176117897,0.037624720484018326,148.14922881126404,137.0316128730774
2->512->256->1,Hardshrink,0.7967,0.06288892030715942,0.03683773800730705,0.06308801472187042,0.02605118229985237,187.34096097946167,165.38784098625183
2->512->512->1,Hardshrink,1.325084,0.07819314301013947,0.039184845983982086,0.08033818006515503,0.03900829702615738,270.55926609039307,218.9150140285492
2->512->1024->1,Hardshrink,2.381852,0.07396994531154633,0.04630645364522934,0.07878609001636505,0.027663491666316986,435.0782060623169,332.9857521057129
2->512->4->1,Hardsigmoid,0.276572,0.07602593302726746,0.3053068220615387,0.0796741172671318,-0.22928088903427124,130.51163482666016,130.58486104011536
2->512->8->1,Hardsigmoid,0.284828,0.11122234910726547,0.2580268979072571,0.08648461848497391,-0.1468045487999916,133.25359320640564,129.79351210594177
2->512->16->1,Hardsigmoid,0.30134,0.06819625198841095,0.0843275710940361,0.0830632895231247,-0.016131319105625153,141.39842820167542,122.17463088035583
2->512->32->1,Hardsigmoid,0.334364,0.08407069742679596,0.08348038047552109,0.080039381980896,0.0005903169512748718,115.2511339187622,135.39492297172546
2->512->64->1,Hardsigmoid,0.400412,0.08436615765094757,0.08609563857316971,0.07668454200029373,-0.0017294809222221375,120.49985122680664,129.73540091514587
2->512->128->1,Hardsigmoid,0.532508,0.07879053801298141,0.08388925343751907,0.08744610100984573,-0.005098715424537659,149.36556100845337,141.10572004318237
2->512->256->1,Hardsigmoid,0.7967,0.08343150466680527,0.08400141447782516,0.08046934008598328,-0.0005699098110198975,168.6678431034088,169.2805278301239
2->512->512->1,Hardsigmoid,1.325084,0.08735612034797668,0.4691130816936493,0.08369596302509308,-0.3817569613456726,243.5443398952484,229.38505816459656
2->512->1024->1,Hardsigmoid,2.381852,0.08075876533985138,0.0846538171172142,0.08826925605535507,-0.0038950517773628235,427.47497510910034,343.9750220775604
2->512->4->1,Hardtanh,0.276572,0.030612202361226082,0.03401881083846092,0.03497480973601341,-0.0034066084772348404,127.64515113830566,125.12626814842224
2->512->8->1,Hardtanh,0.284828,0.028149781748652458,0.057541873306035995,0.02343720756471157,-0.029392091557383537,132.49123978614807,117.65390372276306
2->512->16->1,Hardtanh,0.30134,0.030826907604932785,0.037555720657110214,0.028904195874929428,-0.006728813052177429,130.1861093044281,125.32924294471741
2->512->32->1,Hardtanh,0.334364,0.03047916665673256,0.046619996428489685,0.03481312468647957,-0.016140829771757126,115.9280891418457,114.45614981651306
2->512->64->1,Hardtanh,0.400412,0.04077332466840744,0.06602509319782257,0.03828530013561249,-0.02525176852941513,125.82613492012024,113.60002899169922
2->512->128->1,Hardtanh,0.532508,0.03725180774927139,0.06842011213302612,0.04054369032382965,-0.03116830438375473,145.38735604286194,130.6098930835724
2->512->256->1,Hardtanh,0.7967,0.041163209825754166,0.07619623839855194,0.03989536315202713,-0.035033028572797775,182.3528389930725,156.81856107711792
2->512->512->1,Hardtanh,1.325084,0.048732489347457886,0.07994410395622253,0.044604070484638214,-0.03121161460876465,258.3783531188965,210.7410397529602
2->512->1024->1,Hardtanh,2.381852,0.05240713059902191,0.07816167920827866,0.0574798583984375,-0.025754548609256744,430.52292561531067,342.1562569141388
2->512->4->1,Hardswish,0.276572,0.022448331117630005,0.02631414495408535,0.02504833973944187,-0.003865813836455345,113.12114095687866,106.26246404647827
2->512->8->1,Hardswish,0.284828,0.022403987124562263,0.021330909803509712,0.016931312158703804,0.0010730773210525513,118.67954516410828,108.03519797325134
2->512->16->1,Hardswish,0.30134,0.01235184445977211,0.018374405801296234,0.012353627011179924,-0.006022561341524124,119.51672887802124,117.68485498428345
2->512->32->1,Hardswish,0.334364,0.013011295348405838,0.018663600087165833,0.012328162789344788,-0.0056523047387599945,129.4521679878235,120.50838017463684
2->512->64->1,Hardswish,0.400412,0.009793248027563095,0.01901869848370552,0.01177250500768423,-0.009225450456142426,119.8977689743042,113.26817512512207
2->512->128->1,Hardswish,0.532508,0.012332985177636147,0.02173154056072235,0.011865401640534401,-0.009398555383086205,135.98726296424866,123.54519295692444
2->512->256->1,Hardswish,0.7967,0.01448589563369751,0.024386560544371605,0.013278832659125328,-0.009900664910674095,175.1222062110901,149.92158699035645
2->512->512->1,Hardswish,1.325084,0.019403232261538506,0.023967666551470757,0.012847323901951313,-0.004564434289932251,256.62143206596375,204.6292941570282
2->512->1024->1,Hardswish,2.381852,0.017960436642169952,0.026165863499045372,0.021462421864271164,-0.00820542685687542,445.51685976982117,323.6752290725708
2->512->4->1,Tanhshrink,0.276572,0.04487127810716629,0.037669721990823746,0.03250104561448097,0.0072015561163425446,136.99702286720276,120.826327085495
2->512->8->1,Tanhshrink,0.284828,0.020983578637242317,0.021794047206640244,0.020490474998950958,-0.0008104685693979263,136.3463490009308,123.70863795280457
2->512->16->1,Tanhshrink,0.30134,0.019008969888091087,0.015535571612417698,0.01837218925356865,0.0034733982756733894,143.19712615013123,138.25638222694397
2->512->32->1,Tanhshrink,0.334364,0.012470771558582783,0.018061315640807152,0.012437736615538597,-0.005590544082224369,146.8192172050476,132.14716625213623
2->512->64->1,Tanhshrink,0.400412,0.012946567498147488,0.017179016023874283,0.01159268245100975,-0.004232448525726795,139.36535811424255,121.69025206565857
2->512->128->1,Tanhshrink,0.532508,0.011814858764410019,0.01819508895277977,0.013171340338885784,-0.006380230188369751,156.85158395767212,137.63397812843323
2->512->256->1,Tanhshrink,0.7967,0.012765703722834587,0.01949753239750862,0.01234598457813263,-0.006731828674674034,204.99077892303467,169.88349604606628
2->512->512->1,Tanhshrink,1.325084,0.01414365042001009,0.022981874644756317,0.013879060745239258,-0.008838224224746227,288.28589487075806,237.06187081336975
2->512->1024->1,Tanhshrink,2.381852,0.012524664402008057,0.022776801139116287,0.014990486204624176,-0.01025213673710823,488.97451424598694,381.2461168766022
