Dimensions,Activation,Total Memory Size (MB),NAU Loss @ 25epoch,Baseline Loss @ 25epoch,Loss Diff (NAU-Baseline) @ 25epoch,NAU Loss @ 50epoch,Baseline Loss @ 50epoch,Loss Diff (NAU-Baseline) @ 50epoch,NAU Loss @ 75epoch,Baseline Loss @ 75epoch,Loss Diff (NAU-Baseline) @ 75epoch,NAU Loss @ 100epoch,Baseline Loss @ 100epoch,Loss Diff (NAU-Baseline) @ 100epoch,NAU Loss @ 500epoch,Baseline Loss @ 500epoch,Loss Diff (NAU-Baseline) @ 500epoch,NAU Training Time @ 1000epoch (sec),Baseline Training Time @ 1000epoch (sec)
2->512->64->1,Sigmoid,0.400412,0.09187768399715424,0.08600457012653351,0.0058731138706207275,0.08623965084552765,0.08415225148200989,0.0020873993635177612,0.0748491957783699,0.08387544006109238,-0.009026244282722473,0.07610929757356644,0.08309371769428253,-0.006984420120716095,0.0748966783285141,0.08228028565645218,-0.00738360732793808,55.44822669029236,25.99386191368103
2->512->128->1,Sigmoid,0.532508,0.08785697817802429,0.08849827200174332,-0.0006412938237190247,0.08638899028301239,0.08551207184791565,0.0008769184350967407,0.08554825931787491,0.08368346095085144,0.001864798367023468,0.08338293433189392,0.08542253822088242,-0.002039603888988495,0.08589912205934525,0.0841224193572998,0.0017767027020454407,72.68470311164856,33.792860984802246
2->512->256->1,Sigmoid,0.7967,0.09292171895503998,0.08425015211105347,0.008671566843986511,0.0774720162153244,0.08285364508628845,-0.00538162887096405,0.08630207180976868,0.0836428701877594,0.0026592016220092773,0.08445188403129578,0.08426469564437866,0.00018718838691711426,0.08242249488830566,0.08395247906446457,-0.001529984176158905,110.454763174057,36.1677622795105
2->512->512->1,Sigmoid,1.325084,0.09457097202539444,0.08688298612833023,0.007687985897064209,0.08934029936790466,0.08473461866378784,0.004605680704116821,0.08764790743589401,0.08324061334133148,0.0044072940945625305,0.08175359666347504,0.08358930796384811,-0.0018357113003730774,0.07885480672121048,0.08355757594108582,-0.004702769219875336,194.49238300323486,51.29397201538086
2->512->1024->1,Sigmoid,2.381852,0.08210107684135437,0.08519050478935242,-0.003089427947998047,0.08563827723264694,0.08450353145599365,0.0011347457766532898,0.08270065486431122,0.08366739004850388,-0.0009667351841926575,0.08028174936771393,0.08393338322639465,-0.003651633858680725,0.07901985943317413,0.0826515406370163,-0.003631681203842163,364.93432903289795,83.31458711624146
2->512->2->1,ELU,0.272444,0.10732418298721313,0.20596610009670258,-0.09864191710948944,0.09039038419723511,0.0902409479022026,0.00014943629503250122,0.08961773663759232,0.0852765217423439,0.004341214895248413,0.08598169684410095,0.08398623764514923,0.001995459198951721,0.07450416684150696,0.06440180540084839,0.01010236144065857,31.858522176742554,20.272231101989746
2->512->4->1,ELU,0.276572,0.12124234437942505,0.09030966460704803,0.030932679772377014,0.09760172665119171,0.08521563559770584,0.01238609105348587,0.0979086309671402,0.08549902588129044,0.012409605085849762,0.09400918334722519,0.08349085599184036,0.010518327355384827,0.05699671432375908,0.06358742713928223,-0.006590712815523148,32.52653193473816,20.51411771774292
2->512->8->1,ELU,0.284828,0.176449716091156,0.11706926673650742,0.05938044935464859,0.12590433657169342,0.08707994222640991,0.03882439434528351,0.114719457924366,0.08422132581472397,0.03049813210964203,0.11574523895978928,0.08597257733345032,0.02977266162633896,0.07131213694810867,0.05147860199213028,0.019833534955978394,34.012200117111206,21.029738903045654
2->512->16->1,ELU,0.30134,0.21288852393627167,0.10154678672552109,0.11134173721075058,0.16741538047790527,0.08394638448953629,0.08346899598836899,0.14954827725887299,0.08459015935659409,0.0649581179022789,0.15039119124412537,0.08406202495098114,0.06632916629314423,0.0701751559972763,0.07000038027763367,0.00017477571964263916,36.29597783088684,21.102365016937256
2->512->32->1,ELU,0.334364,0.2605496346950531,0.09905701130628586,0.16149262338876724,0.20038022100925446,0.08596853166818619,0.11441168934106827,0.1769164800643921,0.0848512351512909,0.0920652449131012,0.18105098605155945,0.08390382677316666,0.09714715927839279,0.09337381273508072,0.07880889624357224,0.014564916491508484,41.182552099227905,22.033438205718994
2->512->64->1,ELU,0.400412,0.2438497543334961,0.09762125462293625,0.14622849971055984,0.18621157109737396,0.08579924702644348,0.10041232407093048,0.16283009946346283,0.08410714566707611,0.07872295379638672,0.18112021684646606,0.08427831530570984,0.09684190154075623,0.11176919937133789,0.08094073832035065,0.030828461050987244,53.01886010169983,24.804406881332397
2->512->128->1,ELU,0.532508,0.22269682586193085,0.10553325712680817,0.11716356873512268,0.15306444466114044,0.08488079905509949,0.06818364560604095,0.15572106838226318,0.0851559266448021,0.07056514173746109,0.15935255587100983,0.08586129546165466,0.07349126040935516,0.11277483403682709,0.07889041304588318,0.03388442099094391,72.95498204231262,29.152961015701294
2->512->256->1,ELU,0.7967,0.1619272530078888,0.11115758121013641,0.05076967179775238,0.1446172446012497,0.08771997690200806,0.05689726769924164,0.147465780377388,0.08415936678647995,0.06330641359090805,0.1520000398159027,0.08348066359758377,0.06851937621831894,0.10908792167901993,0.07965752482414246,0.029430396854877472,113.88912200927734,37.48876595497131
2->512->512->1,ELU,1.325084,0.17326010763645172,0.10160113126039505,0.07165897637605667,0.12879803776741028,0.08647923916578293,0.04231879860162735,0.11778557300567627,0.08372483402490616,0.03406073898077011,0.12453346699476242,0.0844021737575531,0.04013129323720932,0.10597983002662659,0.08047953993082047,0.025500290095806122,200.4222252368927,53.17689895629883
2->512->1024->1,ELU,2.381852,0.14254504442214966,0.10941271483898163,0.03313232958316803,0.11295647919178009,0.08677366375923157,0.026182815432548523,0.11417071521282196,0.08525420725345612,0.028916507959365845,0.11852440237998962,0.08561721444129944,0.032907187938690186,0.09861880540847778,0.08188316226005554,0.01673564314842224,374.3532450199127,87.88312411308289
2->512->2->1,Tanh,0.272444,0.09168487787246704,0.08855631202459335,0.0031285658478736877,0.08138217777013779,0.08489521592855453,-0.003513038158416748,0.07959381490945816,0.08348197489976883,-0.003888159990310669,0.08343102037906647,0.08344336599111557,-1.2345612049102783e-05,0.064223513007164,0.07476453483104706,-0.010541021823883057,31.97002387046814,20.333895921707153
2->512->4->1,Tanh,0.276572,0.12199576944112778,0.09166819602251053,0.03032757341861725,0.0866607278585434,0.08556079864501953,0.0010999292135238647,0.08282091468572617,0.08483491837978363,-0.0020140036940574646,0.08349940180778503,0.084726981818676,-0.0012275800108909607,0.04999791458249092,0.051969319581985474,-0.0019714049994945526,32.53534984588623,20.402701139450073
2->512->8->1,Tanh,0.284828,0.11918612569570541,0.1069108173251152,0.01227530837059021,0.10726015269756317,0.08730389177799225,0.019956260919570923,0.10492587089538574,0.0848412811756134,0.02008458971977234,0.09225478023290634,0.08488354831933975,0.007371231913566589,0.04558360204100609,0.04745092615485191,-0.0018673241138458252,34.269453048706055,20.989858865737915
2->512->16->1,Tanh,0.30134,0.13302946090698242,0.12474914640188217,0.00828031450510025,0.10550291836261749,0.09068488329648972,0.014818035066127777,0.10653942823410034,0.08477296680212021,0.021766461431980133,0.10159571468830109,0.08503694832324982,0.01655876636505127,0.04744350537657738,0.05655037239193916,-0.009106867015361786,36.46275591850281,21.154669046401978
2->512->32->1,Tanh,0.334364,0.17047226428985596,0.13778558373451233,0.03268668055534363,0.13016554713249207,0.0904795303940773,0.039686016738414764,0.12828077375888824,0.08556918054819107,0.042711593210697174,0.1283591240644455,0.08426370471715927,0.044095419347286224,0.07705538719892502,0.06768406182527542,0.009371325373649597,41.41069293022156,22.515612840652466
2->512->64->1,Tanh,0.400412,0.15416088700294495,0.11607398837804794,0.038086898624897,0.1189764142036438,0.08773408830165863,0.03124232590198517,0.12303189188241959,0.08644913882017136,0.03658275306224823,0.12577834725379944,0.08499448746442795,0.04078385978937149,0.06858456879854202,0.07732322067022324,-0.008738651871681213,52.150765895843506,24.950884103775024
2->512->128->1,Tanh,0.532508,0.13978853821754456,0.1059957817196846,0.033792756497859955,0.1147560328245163,0.08809571713209152,0.026660315692424774,0.10907415300607681,0.08499462902545929,0.024079523980617523,0.10645584017038345,0.08307874202728271,0.02337709814310074,0.07328397035598755,0.07904352992773056,-0.0057595595717430115,71.66917204856873,29.153350353240967
2->512->256->1,Tanh,0.7967,0.1476668268442154,0.10817693173885345,0.03948989510536194,0.10538669675588608,0.08641844987869263,0.01896824687719345,0.10754050314426422,0.08471614122390747,0.02282436192035675,0.11494779586791992,0.08415994793176651,0.030787847936153412,0.07821720838546753,0.07882598042488098,-0.0006087720394134521,111.51929020881653,38.22464466094971
2->512->512->1,Tanh,1.325084,0.13214676082134247,0.11084415763616562,0.02130260318517685,0.10611289739608765,0.08678095042705536,0.019331946969032288,0.10787643492221832,0.08404195308685303,0.023834481835365295,0.10450288653373718,0.0832250788807869,0.021277807652950287,0.08535317331552505,0.0810704156756401,0.004282757639884949,198.09044885635376,54.57184886932373
2->512->1024->1,Tanh,2.381852,0.13393747806549072,0.11380331963300705,0.020134158432483673,0.10152626037597656,0.08748194575309753,0.014044314622879028,0.09616266191005707,0.0841173604130745,0.012045301496982574,0.09607886523008347,0.08408044278621674,0.01199842244386673,0.07893716543912888,0.08118904381990433,-0.0022518783807754517,399.8859281539917,89.68110990524292
